person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,age_group,loan_amnt_group,income_group,loan_to_income,loan_to_emp_length_ratio,int_rate_to loan_amnt_ratio
24,20000,RENT,5.0,MEDICAL,4800,11.14,0,0.24,N,4,18-30,small,low-middle,0.24,0.0010416666666666667,0.0023208333333333336
24,40000,MORTGAGE,3.0,VENTURE,5000,8.59,0,0.13,N,3,18-30,small,low-middle,0.125,0.0006,0.001718
22,40000,MORTGAGE,6.0,DEBTCONSOLIDATION,7000,9.32,0,0.17,N,3,18-30,medium,low-middle,0.175,0.0008571428571428571,0.0013314285714285715
23,20400,RENT,0.0,PERSONAL,4800,10.99,0,0.24,N,2,18-30,small,low-middle,0.23529411764705882,0.0,0.0022895833333333336
26,40000,MORTGAGE,6.0,VENTURE,10750,12.84,0,0.27,Y,4,18-30,large,low-middle,0.26875,0.0005581395348837209,0.0011944186046511627
23,40000,MORTGAGE,7.0,EDUCATION,3500,12.21,0,0.09,N,3,18-30,small,low-middle,0.0875,0.002,0.003488571428571429
22,21000,RENT,5.0,MEDICAL,4800,10.75,0,0.23,N,3,18-30,small,low-middle,0.22857142857142856,0.0010416666666666667,0.0022395833333333334
26,21000,RENT,0.0,VENTURE,4800,7.75,0,0.23,N,4,18-30,small,low-middle,0.22857142857142856,0.0,0.0016145833333333333
22,21600,RENT,0.0,MEDICAL,4800,13.49,0,0.22,N,3,18-30,small,low-middle,0.2222222222222222,0.0,0.002810416666666667
21,22000,RENT,1.0,MEDICAL,4800,7.88,0,0.22,N,2,18-30,small,low-middle,0.21818181818181817,0.00020833333333333335,0.0016416666666666667
26,40000,MORTGAGE,3.0,VENTURE,3250,8.0,0,0.08,N,4,18-30,small,low-middle,0.08125,0.0009230769230769231,0.0024615384615384616
21,34000,OTHER,3.0,VENTURE,9600,15.68,1,0.28,Y,2,18-30,medium,low-middle,0.2823529411764706,0.0003125,0.0016333333333333332
23,23136,RENT,4.0,EDUCATION,4800,6.17,0,0.21,N,2,18-30,small,low-middle,0.2074688796680498,0.0008333333333333334,0.0012854166666666667
22,23448,RENT,4.0,DEBTCONSOLIDATION,4800,11.86,0,0.2,N,3,18-30,small,low-middle,0.2047082906857728,0.0008333333333333334,0.002470833333333333
22,40000,MORTGAGE,6.0,PERSONAL,10000,10.99,0,0.25,Y,3,18-30,medium,low-middle,0.25,0.0006,0.001099
22,24000,RENT,6.0,EDUCATION,4800,7.49,0,0.2,N,2,18-30,small,low-middle,0.2,0.00125,0.0015604166666666668
26,24000,RENT,0.0,EDUCATION,4800,10.99,0,0.2,N,3,18-30,small,low-middle,0.2,0.0,0.0022895833333333336
22,24500,RENT,3.0,MEDICAL,4800,10.65,0,0.2,N,2,18-30,small,low-middle,0.19591836734693877,0.000625,0.0022187500000000002
25,26000,RENT,1.0,PERSONAL,4800,10.65,0,0.18,N,4,18-30,small,low-middle,0.18461538461538463,0.00020833333333333335,0.0022187500000000002
22,26004,RENT,5.0,MEDICAL,4800,10.99,0,0.18,N,4,18-30,small,low-middle,0.18458698661744347,0.0010416666666666667,0.0022895833333333336
24,26085,RENT,2.0,EDUCATION,4800,13.35,0,0.18,Y,3,18-30,small,low-middle,0.18401380103507764,0.0004166666666666667,0.00278125
23,26400,RENT,4.0,PERSONAL,4800,10.99,0,0.18,N,4,18-30,small,low-middle,0.18181818181818182,0.0008333333333333334,0.0022895833333333336
21,27000,RENT,4.0,DEBTCONSOLIDATION,4800,13.49,0,0.18,N,4,18-30,small,low-middle,0.17777777777777778,0.0008333333333333334,0.002810416666666667
21,27000,RENT,1.0,EDUCATION,4800,7.51,0,0.18,N,2,18-30,small,low-middle,0.17777777777777778,0.00020833333333333335,0.0015645833333333332
22,40000,MORTGAGE,1.0,PERSONAL,8000,16.0,0,0.2,Y,3,18-30,medium,low-middle,0.2,0.000125,0.002
21,27700,RENT,5.0,PERSONAL,4800,6.62,0,0.17,N,4,18-30,small,low-middle,0.17328519855595667,0.0010416666666666667,0.0013791666666666668
26,27880,RENT,1.0,MEDICAL,4800,9.25,0,0.17,N,4,18-30,small,low-middle,0.17216642754662842,0.00020833333333333335,0.0019270833333333334
22,29000,RENT,6.0,MEDICAL,4800,12.99,0,0.17,Y,4,18-30,small,low-middle,0.16551724137931034,0.00125,0.00270625
25,34000,MORTGAGE,8.0,HOMEIMPROVEMENT,3000,10.51,1,0.09,N,3,18-30,small,low-middle,0.08823529411764706,0.0026666666666666666,0.003503333333333333
22,29534,RENT,1.0,EDUCATION,4800,11.99,0,0.16,N,4,18-30,small,low-middle,0.16252454797860094,0.00020833333333333335,0.0024979166666666665
23,40000,MORTGAGE,1.0,VENTURE,1200,10.83,0,0.03,N,2,18-30,small,low-middle,0.03,0.0008333333333333334,0.009025
24,30000,RENT,5.0,EDUCATION,4800,6.99,0,0.16,N,4,18-30,small,low-middle,0.16,0.0010416666666666667,0.00145625
23,30000,RENT,6.0,EDUCATION,4800,7.49,0,0.16,N,3,18-30,small,low-middle,0.16,0.00125,0.0015604166666666668
24,30000,RENT,8.0,VENTURE,4800,11.49,0,0.16,N,2,18-30,small,low-middle,0.16,0.0016666666666666668,0.00239375
24,30000,RENT,0.0,EDUCATION,4800,13.35,0,0.16,N,3,18-30,small,low-middle,0.16,0.0,0.00278125
23,30000,RENT,0.0,EDUCATION,4800,10.99,0,0.16,N,4,18-30,small,low-middle,0.16,0.0,0.0022895833333333336
26,40000,MORTGAGE,10.0,VENTURE,5200,10.08,0,0.13,N,3,18-30,medium,low-middle,0.13,0.0019230769230769232,0.0019384615384615384
25,30000,RENT,5.0,DEBTCONSOLIDATION,4800,11.22,0,0.16,Y,3,18-30,small,low-middle,0.16,0.0010416666666666667,0.0023375
24,40000,OWN,4.0,MEDICAL,1000,7.37,0,0.03,N,2,18-30,small,low-middle,0.025,0.004,0.00737
22,40000,MORTGAGE,5.0,MEDICAL,5000,7.68,0,0.13,N,4,18-30,small,low-middle,0.125,0.001,0.001536
22,31200,RENT,4.0,VENTURE,4800,10.37,0,0.15,N,4,18-30,small,low-middle,0.15384615384615385,0.0008333333333333334,0.0021604166666666664
24,32000,RENT,6.0,MEDICAL,4800,10.59,0,0.15,N,2,18-30,small,low-middle,0.15,0.00125,0.00220625
22,32000,RENT,3.0,DEBTCONSOLIDATION,4800,16.49,1,0.15,Y,2,18-30,small,low-middle,0.15,0.000625,0.0034354166666666665
22,32000,RENT,0.0,DEBTCONSOLIDATION,4800,11.11,0,0.15,N,4,18-30,small,low-middle,0.15,0.0,0.0023145833333333334
25,32000,RENT,0.0,EDUCATION,4800,7.14,0,0.15,N,3,18-30,small,low-middle,0.15,0.0,0.0014874999999999999
22,40000,MORTGAGE,5.0,DEBTCONSOLIDATION,8000,9.76,0,0.2,N,4,18-30,medium,low-middle,0.2,0.000625,0.00122
22,32000,RENT,1.0,EDUCATION,4800,13.61,0,0.15,N,4,18-30,small,low-middle,0.15,0.00020833333333333335,0.0028354166666666666
23,32640,RENT,5.0,VENTURE,4800,11.99,0,0.15,N,2,18-30,small,low-middle,0.14705882352941177,0.0010416666666666667,0.0024979166666666665
26,33000,RENT,6.0,EDUCATION,4800,12.69,0,0.15,N,4,18-30,small,low-middle,0.14545454545454545,0.00125,0.00264375
22,33000,RENT,3.0,MEDICAL,4800,7.49,0,0.15,N,4,18-30,small,low-middle,0.14545454545454545,0.000625,0.0015604166666666668
22,40000,MORTGAGE,1.0,EDUCATION,13025,10.14,0,0.33,N,3,18-30,large,low-middle,0.325625,7.677543186180422e-05,0.0007785028790786949
26,40000,OWN,0.0,MEDICAL,15000,9.64,0,0.38,N,4,18-30,large,low-middle,0.375,0.0,0.0006426666666666667
24,33000,RENT,4.0,MEDICAL,4800,14.91,1,0.15,Y,4,18-30,small,low-middle,0.14545454545454545,0.0008333333333333334,0.00310625
24,40000,OWN,6.0,MEDICAL,5000,11.86,0,0.13,N,4,18-30,small,low-middle,0.125,0.0012,0.002372
23,34000,MORTGAGE,0.0,DEBTCONSOLIDATION,2525,13.12,1,0.07,N,3,18-30,small,low-middle,0.07426470588235294,0.0,0.005196039603960396
23,33000,RENT,5.0,DEBTCONSOLIDATION,4800,14.54,1,0.15,Y,3,18-30,small,low-middle,0.14545454545454545,0.0010416666666666667,0.0030291666666666666
25,34000,MORTGAGE,2.0,VENTURE,15450,11.22,1,0.45,N,4,18-30,very large,low-middle,0.45441176470588235,0.00012944983818770226,0.0007262135922330098
24,33600,RENT,0.0,MEDICAL,4800,11.86,0,0.14,N,2,18-30,small,low-middle,0.14285714285714285,0.0,0.002470833333333333
26,35000,RENT,0.0,DEBTCONSOLIDATION,4800,8.9,0,0.14,N,2,18-30,small,low-middle,0.13714285714285715,0.0,0.0018541666666666667
22,40058,MORTGAGE,5.0,VENTURE,6000,9.91,0,0.15,N,2,18-30,medium,low-middle,0.14978281491836837,0.0008333333333333334,0.0016516666666666667
22,35000,RENT,3.0,EDUCATION,4800,5.42,0,0.14,N,3,18-30,small,low-middle,0.13714285714285715,0.000625,0.0011291666666666666
25,35000,RENT,9.0,VENTURE,4800,11.14,0,0.14,N,2,18-30,small,low-middle,0.13714285714285715,0.001875,0.0023208333333333336
25,35000,RENT,1.0,MEDICAL,4800,10.28,0,0.14,N,2,18-30,small,low-middle,0.13714285714285715,0.00020833333333333335,0.0021416666666666667
23,40104,OTHER,7.0,EDUCATION,10000,12.72,0,0.25,Y,2,18-30,medium,low-middle,0.24935168561739476,0.0007,0.0012720000000000001
24,40113,MORTGAGE,6.0,HOMEIMPROVEMENT,5000,7.14,0,0.12,N,2,18-30,small,low-middle,0.12464786976790566,0.0012,0.001428
22,30000,RENT,4.0,PERSONAL,4800,10.99,1,0.16,N,3,18-30,small,low-middle,0.16,0.0008333333333333334,0.0022895833333333336
23,36000,RENT,0.0,PERSONAL,4800,11.11,0,0.13,N,3,18-30,small,low-middle,0.13333333333333333,0.0,0.0023145833333333334
21,40200,MORTGAGE,5.0,MEDICAL,7200,7.88,0,0.18,N,2,18-30,medium,low-middle,0.1791044776119403,0.0006944444444444445,0.0010944444444444443
25,30000,RENT,0.0,HOMEIMPROVEMENT,4800,15.95,1,0.16,Y,2,18-30,small,low-middle,0.16,0.0,0.0033229166666666667
26,40224,MORTGAGE,0.0,PERSONAL,7000,7.4,0,0.17,N,2,18-30,medium,low-middle,0.17402545743834527,0.0,0.0010571428571428572
22,40269,MORTGAGE,6.0,DEBTCONSOLIDATION,6625,15.23,0,0.16,Y,3,18-30,medium,low-middle,0.16451861233206685,0.0009056603773584906,0.002298867924528302
26,40272,MORTGAGE,3.0,EDUCATION,10000,11.86,0,0.25,N,3,18-30,medium,low-middle,0.24831148192292413,0.0003,0.001186
23,40308,MORTGAGE,1.0,EDUCATION,5000,7.68,0,0.12,N,4,18-30,small,low-middle,0.12404485461943039,0.0002,0.001536
25,38000,RENT,9.0,MEDICAL,4800,11.71,0,0.13,N,4,18-30,small,low-middle,0.12631578947368421,0.001875,0.0024395833333333335
22,32400,RENT,7.0,PERSONAL,4800,13.98,1,0.15,Y,2,18-30,small,low-middle,0.14814814814814814,0.0014583333333333334,0.0029125
22,38790,RENT,0.0,EDUCATION,4800,13.8,0,0.12,Y,3,18-30,small,low-middle,0.12374323279195669,0.0,0.002875
26,39996,RENT,5.0,EDUCATION,4800,12.99,0,0.12,N,4,18-30,small,low-middle,0.12001200120012001,0.0010416666666666667,0.00270625
22,40499,MORTGAGE,7.0,MEDICAL,11500,11.83,0,0.28,N,4,18-30,large,low-middle,0.28395762858342183,0.000608695652173913,0.001028695652173913
24,40800,RENT,5.0,MEDICAL,4800,13.85,0,0.12,Y,3,18-30,small,low-middle,0.11764705882352941,0.0010416666666666667,0.0028854166666666668
22,41300,RENT,6.0,EDUCATION,4800,11.89,0,0.12,N,3,18-30,small,low-middle,0.1162227602905569,0.00125,0.0024770833333333333
25,40500,MORTGAGE,5.0,HOMEIMPROVEMENT,6500,9.63,0,0.16,N,4,18-30,medium,low-middle,0.16049382716049382,0.0007692307692307692,0.0014815384615384617
22,41504,RENT,6.0,EDUCATION,4800,12.99,0,0.12,N,4,18-30,small,low-middle,0.1156515034695451,0.00125,0.00270625
22,42000,RENT,4.0,DEBTCONSOLIDATION,4800,14.35,0,0.11,N,4,18-30,small,low-middle,0.11428571428571428,0.0008333333333333334,0.0029895833333333332
25,42000,RENT,2.0,DEBTCONSOLIDATION,4800,13.22,0,0.11,N,4,18-30,small,low-middle,0.11428571428571428,0.0004166666666666667,0.002754166666666667
22,42996,RENT,3.0,PERSONAL,4800,11.03,0,0.11,N,4,18-30,small,low-middle,0.11163829193413341,0.000625,0.0022979166666666664
22,40542,MORTGAGE,6.0,VENTURE,6250,10.99,0,0.15,N,2,18-30,medium,low-middle,0.15416111686645947,0.00096,0.0017584
26,44600,RENT,0.0,EDUCATION,4800,14.65,0,0.11,N,2,18-30,small,low-middle,0.10762331838565023,0.0,0.0030520833333333333
25,45000,RENT,9.0,EDUCATION,4800,7.51,0,0.11,N,3,18-30,small,low-middle,0.10666666666666667,0.001875,0.0015645833333333332
26,45000,RENT,1.0,MEDICAL,4800,5.42,0,0.11,N,2,18-30,small,low-middle,0.10666666666666667,0.00020833333333333335,0.0011291666666666666
23,39000,RENT,0.0,PERSONAL,4800,17.99,1,0.12,N,4,18-30,small,low-middle,0.12307692307692308,0.0,0.0037479166666666663
26,40610,MORTGAGE,7.0,HOMEIMPROVEMENT,3500,7.14,0,0.09,N,4,18-30,small,low-middle,0.08618566855454321,0.002,0.0020399999999999997
26,40720,MORTGAGE,4.0,PERSONAL,10000,13.48,0,0.25,Y,3,18-30,medium,low-middle,0.2455795677799607,0.0004,0.001348
26,45000,RENT,2.0,PERSONAL,4800,13.06,0,0.11,Y,4,18-30,small,low-middle,0.10666666666666667,0.0004166666666666667,0.0027208333333333334
22,40800,MORTGAGE,7.0,EDUCATION,17050,10.99,0,0.42,Y,2,18-30,very large,low-middle,0.4178921568627451,0.00041055718475073314,0.000644574780058651
21,45000,RENT,3.0,VENTURE,4800,7.51,0,0.11,N,4,18-30,small,low-middle,0.10666666666666667,0.000625,0.0015645833333333332
23,45000,RENT,4.0,PERSONAL,4800,13.98,0,0.11,Y,2,18-30,small,low-middle,0.10666666666666667,0.0008333333333333334,0.0029125
23,45000,RENT,2.0,EDUCATION,4800,13.22,0,0.11,Y,4,18-30,small,low-middle,0.10666666666666667,0.0004166666666666667,0.002754166666666667
25,45000,RENT,2.0,PERSONAL,4800,9.45,0,0.11,N,4,18-30,small,low-middle,0.10666666666666667,0.0004166666666666667,0.00196875
26,45243,RENT,3.0,VENTURE,4800,9.25,0,0.11,N,2,18-30,small,low-middle,0.10609376036071878,0.000625,0.0019270833333333334
24,45840,RENT,2.0,DEBTCONSOLIDATION,4800,7.49,0,0.1,N,2,18-30,small,low-middle,0.10471204188481675,0.0004166666666666667,0.0015604166666666668
24,46000,RENT,0.0,PERSONAL,4800,8.9,0,0.1,N,2,18-30,small,low-middle,0.10434782608695652,0.0,0.0018541666666666667
24,40800,MORTGAGE,0.0,MEDICAL,8000,11.99,0,0.2,N,4,18-30,medium,low-middle,0.19607843137254902,0.0,0.00149875
22,40800,MORTGAGE,6.0,PERSONAL,7975,5.79,0,0.2,N,3,18-30,medium,low-middle,0.1954656862745098,0.0007523510971786833,0.0007260188087774295
25,40800,MORTGAGE,9.0,MEDICAL,9700,9.63,0,0.24,N,4,18-30,medium,low-middle,0.23774509803921567,0.0009278350515463917,0.0009927835051546392
21,47664,RENT,5.0,DEBTCONSOLIDATION,4800,7.9,0,0.1,N,2,18-30,small,low-middle,0.10070493454179255,0.0010416666666666667,0.0016458333333333333
23,40800,MORTGAGE,4.0,MEDICAL,10400,10.0,0,0.25,N,2,18-30,large,low-middle,0.2549019607843137,0.0003846153846153846,0.0009615384615384616
23,48000,RENT,6.0,VENTURE,4800,7.9,0,0.1,N,3,18-30,small,low-middle,0.1,0.00125,0.0016458333333333333
24,40800,MORTGAGE,8.0,EDUCATION,1200,10.99,0,0.03,N,3,18-30,small,low-middle,0.029411764705882353,0.006666666666666667,0.009158333333333334
26,42000,RENT,2.0,VENTURE,4800,14.27,1,0.11,N,2,18-30,small,low-middle,0.11428571428571428,0.0004166666666666667,0.0029729166666666667
23,40800,OWN,4.0,MEDICAL,21000,6.17,0,0.51,N,3,18-30,very large,low-middle,0.5147058823529411,0.00019047619047619048,0.0002938095238095238
24,42000,RENT,2.0,EDUCATION,4800,15.23,1,0.11,Y,2,18-30,small,low-middle,0.11428571428571428,0.0004166666666666667,0.0031729166666666668
22,40800,OWN,6.0,VENTURE,10000,12.61,0,0.25,Y,2,18-30,medium,low-middle,0.24509803921568626,0.0006,0.001261
23,48000,RENT,3.0,MEDICAL,4800,5.42,0,0.1,N,3,18-30,small,low-middle,0.1,0.000625,0.0011291666666666666
25,40800,MORTGAGE,4.0,HOMEIMPROVEMENT,8000,5.79,0,0.2,N,2,18-30,medium,low-middle,0.19607843137254902,0.0005,0.00072375
22,48000,RENT,0.0,DEBTCONSOLIDATION,4800,12.98,0,0.1,Y,2,18-30,small,low-middle,0.1,0.0,0.002704166666666667
24,40800,OWN,0.0,VENTURE,14400,14.35,0,0.35,N,2,18-30,large,low-middle,0.35294117647058826,0.0,0.0009965277777777778
25,48000,RENT,9.0,MEDICAL,4800,10.99,0,0.1,N,3,18-30,small,low-middle,0.1,0.001875,0.0022895833333333336
26,40800,MORTGAGE,3.0,PERSONAL,7500,7.88,0,0.18,N,2,18-30,medium,low-middle,0.18382352941176472,0.0004,0.0010506666666666665
24,48000,RENT,0.0,PERSONAL,4800,9.88,0,0.1,N,3,18-30,small,low-middle,0.1,0.0,0.0020583333333333335
23,48600,RENT,2.0,DEBTCONSOLIDATION,4800,10.36,0,0.1,N,3,18-30,small,low-middle,0.09876543209876543,0.0004166666666666667,0.0021583333333333333
23,48756,RENT,5.0,MEDICAL,4800,11.36,0,0.1,N,4,18-30,small,low-middle,0.09844942160964805,0.0010416666666666667,0.0023666666666666667
23,40800,MORTGAGE,3.0,MEDICAL,10000,7.14,0,0.25,N,2,18-30,medium,low-middle,0.24509803921568626,0.0003,0.000714
23,40800,MORTGAGE,1.0,EDUCATION,16000,10.99,0,0.39,N,4,18-30,very large,low-middle,0.39215686274509803,6.25e-05,0.000686875
25,50000,RENT,8.0,EDUCATION,4800,15.96,0,0.1,N,2,18-30,small,middle,0.096,0.0016666666666666668,0.0033250000000000003
24,40800,MORTGAGE,1.0,EDUCATION,6000,12.92,0,0.15,N,3,18-30,medium,low-middle,0.14705882352941177,0.00016666666666666666,0.0021533333333333335
25,50000,RENT,5.0,VENTURE,4800,10.99,0,0.1,N,4,18-30,small,middle,0.096,0.0010416666666666667,0.0022895833333333336
22,40872,MORTGAGE,6.0,EDUCATION,13750,10.83,0,0.34,N,4,18-30,large,low-middle,0.3364161284008612,0.00043636363636363637,0.0007876363636363636
23,40900,OWN,5.0,MEDICAL,12200,11.36,0,0.3,N,4,18-30,large,low-middle,0.2982885085574572,0.0004098360655737705,0.0009311475409836066
22,34900,MORTGAGE,4.0,DEBTCONSOLIDATION,3600,15.7,1,0.1,N,4,18-30,small,low-middle,0.10315186246418338,0.0011111111111111111,0.004361111111111111
23,34900,MORTGAGE,2.0,MEDICAL,4000,10.99,1,0.11,Y,4,18-30,small,low-middle,0.11461318051575932,0.0005,0.0027475
23,50000,RENT,7.0,EDUCATION,4800,10.37,0,0.1,N,3,18-30,small,middle,0.096,0.0014583333333333334,0.0021604166666666664
22,50000,RENT,7.0,MEDICAL,4800,12.68,0,0.1,N,3,18-30,small,middle,0.096,0.0014583333333333334,0.0026416666666666667
26,50000,RENT,0.0,VENTURE,4800,10.99,0,0.1,N,3,18-30,small,middle,0.096,0.0,0.0022895833333333336
24,50000,RENT,2.0,VENTURE,4800,13.22,0,0.1,N,4,18-30,small,middle,0.096,0.0004166666666666667,0.002754166666666667
26,52000,RENT,2.0,EDUCATION,4800,9.99,0,0.09,N,2,18-30,small,middle,0.09230769230769231,0.0004166666666666667,0.00208125
23,52000,RENT,3.0,EDUCATION,4800,9.88,0,0.09,N,2,18-30,small,middle,0.09230769230769231,0.000625,0.0020583333333333335
24,55000,RENT,8.0,PERSONAL,4800,6.92,0,0.09,N,3,18-30,small,middle,0.08727272727272728,0.0016666666666666668,0.0014416666666666666
21,55000,RENT,3.0,EDUCATION,4800,11.12,0,0.09,N,4,18-30,small,middle,0.08727272727272728,0.000625,0.0023166666666666665
25,49000,RENT,3.0,MEDICAL,4800,14.96,1,0.1,Y,2,18-30,small,low-middle,0.09795918367346938,0.000625,0.003116666666666667
23,41000,MORTGAGE,7.0,EDUCATION,6000,6.03,0,0.15,N,4,18-30,medium,low-middle,0.14634146341463414,0.0011666666666666668,0.001005
25,55200,RENT,2.0,MEDICAL,4800,7.9,0,0.09,N,3,18-30,small,middle,0.08695652173913043,0.0004166666666666667,0.0016458333333333333
22,41000,MORTGAGE,6.0,EDUCATION,12000,6.03,0,0.29,N,2,18-30,large,low-middle,0.2926829268292683,0.0005,0.0005025
23,56928,RENT,3.0,PERSONAL,4800,10.38,0,0.08,N,3,18-30,small,middle,0.08431703204047218,0.000625,0.0021625000000000004
21,41000,MORTGAGE,4.0,DEBTCONSOLIDATION,7000,6.03,0,0.17,N,3,18-30,medium,low-middle,0.17073170731707318,0.0005714285714285715,0.0008614285714285715
26,52000,RENT,6.0,MEDICAL,4800,17.99,1,0.09,N,4,18-30,small,middle,0.09230769230769231,0.00125,0.0037479166666666663
26,41000,MORTGAGE,5.0,PERSONAL,8000,6.03,0,0.2,N,3,18-30,medium,low-middle,0.1951219512195122,0.000625,0.0007537500000000001
26,53000,RENT,2.0,PERSONAL,4800,15.62,1,0.09,Y,3,18-30,small,middle,0.09056603773584905,0.0004166666666666667,0.0032541666666666665
26,60000,RENT,1.0,HOMEIMPROVEMENT,4800,7.9,0,0.08,N,3,18-30,small,middle,0.08,0.00020833333333333335,0.0016458333333333333
24,60000,RENT,4.0,HOMEIMPROVEMENT,4800,6.54,0,0.08,N,4,18-30,small,middle,0.08,0.0008333333333333334,0.0013625
22,41000,MORTGAGE,0.0,VENTURE,6400,9.99,0,0.16,N,4,18-30,medium,low-middle,0.15609756097560976,0.0,0.0015609375
24,62000,RENT,4.0,PERSONAL,4800,7.14,0,0.08,N,3,18-30,small,middle,0.07741935483870968,0.0008333333333333334,0.0014874999999999999
26,41000,OWN,7.0,HOMEIMPROVEMENT,9000,10.99,0,0.22,N,4,18-30,medium,low-middle,0.21951219512195122,0.0007777777777777777,0.0012211111111111112
22,41000,OWN,0.0,PERSONAL,1000,6.99,0,0.02,N,2,18-30,small,low-middle,0.024390243902439025,0.0,0.0069900000000000006
26,65000,RENT,0.0,HOMEIMPROVEMENT,4800,13.72,0,0.07,N,2,18-30,small,middle,0.07384615384615385,0.0,0.0028583333333333334
24,65000,RENT,0.0,PERSONAL,4800,7.88,0,0.07,N,4,18-30,small,middle,0.07384615384615385,0.0,0.0016416666666666667
24,41000,MORTGAGE,3.0,VENTURE,2500,7.29,0,0.06,N,2,18-30,small,low-middle,0.06097560975609756,0.0012,0.002916
25,65004,RENT,1.0,HOMEIMPROVEMENT,4800,13.49,0,0.07,N,3,18-30,small,middle,0.07384160974709249,0.00020833333333333335,0.002810416666666667
21,41000,MORTGAGE,4.0,PERSONAL,3000,5.79,0,0.07,N,4,18-30,small,low-middle,0.07317073170731707,0.0013333333333333333,0.00193
21,41000,MORTGAGE,2.0,PERSONAL,8200,6.91,0,0.2,N,3,18-30,medium,low-middle,0.2,0.00024390243902439024,0.0008426829268292683
23,35000,MORTGAGE,7.0,EDUCATION,5000,12.98,1,0.14,Y,3,18-30,small,low-middle,0.14285714285714285,0.0014,0.0025960000000000002
22,41000,MORTGAGE,0.0,EDUCATION,6000,11.86,0,0.15,N,2,18-30,medium,low-middle,0.14634146341463414,0.0,0.0019766666666666665
23,69000,RENT,7.0,MEDICAL,4800,10.75,0,0.07,N,2,18-30,small,middle,0.06956521739130435,0.0014583333333333334,0.0022395833333333334
23,70000,RENT,2.0,PERSONAL,4800,10.99,0,0.07,N,2,18-30,small,middle,0.06857142857142857,0.0004166666666666667,0.0022895833333333336
26,72000,RENT,4.0,HOMEIMPROVEMENT,4800,11.86,0,0.07,N,3,18-30,small,middle,0.06666666666666667,0.0008333333333333334,0.002470833333333333
24,72096,RENT,2.0,HOMEIMPROVEMENT,4800,7.14,0,0.07,N,2,18-30,small,middle,0.06657789613848203,0.0004166666666666667,0.0014874999999999999
22,67200,RENT,6.0,DEBTCONSOLIDATION,4800,16.7,1,0.07,Y,2,18-30,small,middle,0.07142857142857142,0.00125,0.0034791666666666664
24,69000,RENT,2.0,DEBTCONSOLIDATION,4800,15.21,1,0.07,N,4,18-30,small,middle,0.06956521739130435,0.0004166666666666667,0.00316875
22,75000,RENT,0.0,DEBTCONSOLIDATION,4800,12.21,0,0.06,N,2,18-30,small,middle,0.064,0.0,0.00254375
24,41000,OWN,9.0,HOMEIMPROVEMENT,10000,15.33,0,0.24,N,4,18-30,medium,low-middle,0.24390243902439024,0.0009,0.001533
24,41000,MORTGAGE,3.0,DEBTCONSOLIDATION,9000,9.88,0,0.22,N,2,18-30,medium,low-middle,0.21951219512195122,0.0003333333333333333,0.0010977777777777778
23,41000,MORTGAGE,7.0,VENTURE,10000,14.96,0,0.24,Y,2,18-30,medium,low-middle,0.24390243902439024,0.0007,0.0014960000000000002
22,41000,MORTGAGE,0.0,DEBTCONSOLIDATION,7750,9.88,0,0.19,N,3,18-30,medium,low-middle,0.18902439024390244,0.0,0.0012748387096774194
23,86000,RENT,0.0,VENTURE,4800,9.62,0,0.06,N,3,18-30,small,middle,0.05581395348837209,0.0,0.0020041666666666667
26,89000,RENT,4.0,EDUCATION,4800,5.99,0,0.05,N,2,18-30,small,middle,0.05393258426966292,0.0008333333333333334,0.0012479166666666667
21,90000,RENT,3.0,EDUCATION,4800,9.62,0,0.05,N,3,18-30,small,middle,0.05333333333333334,0.000625,0.0020041666666666667
23,92000,RENT,5.0,MEDICAL,4800,10.0,0,0.05,N,3,18-30,small,middle,0.05217391304347826,0.0010416666666666667,0.0020833333333333333
22,41000,OWN,6.0,MEDICAL,2500,14.96,0,0.06,Y,4,18-30,small,low-middle,0.06097560975609756,0.0024,0.005984000000000001
26,95000,RENT,4.0,DEBTCONSOLIDATION,4800,10.99,0,0.05,N,4,18-30,small,middle,0.05052631578947368,0.0008333333333333334,0.0022895833333333336
22,41000,MORTGAGE,4.0,VENTURE,6000,8.59,0,0.15,N,4,18-30,medium,low-middle,0.14634146341463414,0.0006666666666666666,0.0014316666666666666
24,103641,RENT,8.0,VENTURE,4800,10.74,0,0.05,N,2,18-30,small,high-middle,0.04631371754421513,0.0016666666666666668,0.0022375
24,105000,RENT,5.0,HOMEIMPROVEMENT,4800,10.99,0,0.05,Y,2,18-30,small,high-middle,0.045714285714285714,0.0010416666666666667,0.0022895833333333336
22,41000,MORTGAGE,2.0,EDUCATION,3000,12.18,0,0.07,N,4,18-30,small,low-middle,0.07317073170731707,0.0006666666666666666,0.00406
21,41000,OWN,5.0,PERSONAL,5000,7.74,0,0.12,N,3,18-30,small,low-middle,0.12195121951219512,0.001,0.0015480000000000001
22,115000,RENT,4.0,MEDICAL,4800,7.88,0,0.04,N,2,18-30,small,high-middle,0.04173913043478261,0.0008333333333333334,0.0016416666666666667
25,120000,RENT,9.0,PERSONAL,4800,14.22,0,0.04,N,3,18-30,small,high-middle,0.04,0.001875,0.0029625000000000003
